Title,Subtitle,Product Description
Nike Air,Older Kids' Trousers,"You can never have enough joggers in your wardrobe. They're an everyday staple that can be paired with almost anything—like your favourite tee or hoodie. Our Nike Air trousers tick all the boxes: Soft. Lightweight. Cosy. Add a touch of Nike Air graphics, a fit that's not too loose and not too tight and there's no doubt you'll love these."
Nike Icon Fleece,Older Kids' Oversized Pullover Basketball Hoodie,"What does it mean to be an all-star? To us, it's being your best and shining bright—from the classroom to your favourite sport or activity. Inspired by the star within everyone, the Nike Icon Fleece hoodie celebrates what you're great at. Big graphics bring extra star power to your oversized soft fleece hoodie."
Nike Sportswear,Older Kids' (Boys') Long-Sleeve T-Shirt,There's only one word to describe this soft cotton long-sleeve tee: Swoosh-tastic!
Nike Sportswear,Older Kids' (Boys') French Terry Crew,"The Nike Sportswear Crew is soft and comfy, making it ideal to grab and go for an extra layer of warmth."
Nike Sportswear,Older Kids' (Boys') Fleece Sweatshirt,"Say hello to your new favourite sweatshirt! Smooth on the outside, brushed soft on the inside, this lightweight fleece is an easy layer when you want a little extra warmth. Warning: You won't want to take it off until bedtime—unless you wear it to sleep. Then we won't judge you since this sweatshirt is THAT comfy."
Nike Sportswear,Older Kids' (Boys') T-Shirt,Proof that classics are still awesome. Nike tee. Nike graphic. We love it.
Nike Trophy,Older Kids' (Boys') Training Shorts,"Whether it's climbing trees, racing around the playground or riding your bike, these Nike shorts are made for all your activities. Made from fabric that'll help you stay dry and cool, there are no limits when it's time to play."
Nike Culture of Basketball,Older Kids' Reversible Basketball Jersey,"Hurry up and get your squad together ASAP! Team up and match with your best friends on the court with this mesh Nike basketball jersey. What we love most: it's reversible, so you can change your team colours any time. We're ready to play, are you?"
Nike Sportswear,Older Kids' T-Shirt,"We got inspired by kid artists like you in creating this Nike tee. Fun and colourful, you'll want to wear this anywhere and everywhere. And oh, oh! Check out the name tag on the bottom. Be creative—write your name with pens, markers, whatever you like. We wanna see your artsy side come out."
Paris Saint-Germain 2022/23 Stadium Away,Older Kids' Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team."
Nike Sportswear Club,Older Kids' (Boys') Cargo Trousers,"Kick back with the Nike Sportswear Club Cargo Trousers. Combining soft, brushed-back fleece with a classic cargo style, they're warm and comfortable for everyday wear."
Nike Dri-FIT Academy23,Older Kids' Football Drill Top,"Turn cooler days into comfy ones with this football drill top. Made for more than just the pitch, this lightweight top keeps you warm without feeling too hot so you can stay in the game—or enjoy playtime or a hike. The choice is yours!"
Nike Sportswear Windrunner,Older Kids' (Boys') Jacket,"Lightweight layering + throwback vibes = this awesome Nike Windrunner jacket, which rocks our original '78 chevron design lines. Roomy enough to pull over a sweatshirt, the jacket also has a billed hood to help keep you covered in blustery weather."
Nike Sportswear Club Fleece,Older Kids' Graphic Pullover Hoodie,Power ON. Level UP! The Nike Sportswear Club Fleece hoodie features graphics inspired by all the gamers around the world. Take your hoodie game to the next stage while staying warm and comfy in our signature soft fleece that fits perfectly over your favourite tee or tank.
Nike Sportswear Club Fleece,Older Kids' Shorts,The Nike Sportswear Club Shorts are made from soft fleece for lightweight comfort. A large logo shows everyone who you're repping.
Nike Sportswear,Older Kids' (Boys') T-Shirt,"This tee reps everything we absolutely love: Nike Air and all-round comfort. Plus, a classic fit gives you room to move without feeling baggy, so let's play!"
F.C. Barcelona 2022/23 Third,Younger Kids' Nike Football Kit,"Future champions need the kit to match. The F.C. Barcelona Kit includes a shirt, shorts and socks, for a complete look inspired by the elite. Breathable fabric feels soft and keeps sweat off their skin for all-day comfort."
Liverpool F.C. 2022/23 Stadium Third,Older Kids' Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team. This product is made from 100% recycled polyester fibres."
Nike Dri-FIT Academy Pro,Older Kids' Short-Sleeve Football Top,"You've conquered the basics. Now take your skills to the next level with the Nike Dri-FIT Academy Pro Top. A relaxed, easy fit works together with sweat-wicking fabric to help keep you cool and dry when your training heats up."
Nike Dri-FIT Multi+,Older Kids' (Boys') Training Top,What's your favourite sport? Basketball. Football. Tennis. Lacrosse. Skateboarding? Or maybe just getting outside to play with friends! Feel confident doing it all with this Nike Dri-FIT Multi+ active top. The fabric is breathable and says goodbye to sweat so playing sports never has to stop.
Nike Dri-FIT,Older Kids' Football Shorts,"Whether you're taking up football for the first time or are already a serious player, gear up in confidence with the Nike Dri-FIT shorts. Their breathable fabric wicks sweat away from your skin while you run, dribble and shoot. From team training to working on your skills in the back garden, these shorts are ideal for whenever football comes calling."
Nike Dri-FIT Legend,Older Kids' Training T-Shirt,"An awesome active tee with just 1 question: which colour is your favourite? This tee kicks away sweat while you train and play, plus is stamped with our Swoosh on the chest."
Nike Culture of Basketball,Older Kids' (Boys') Jacket,"Celebrate old-school hoops with the Nike Culture of Basketball Jacket. A shiny satin-like fabric, striped ribbing and enamel snaps turn this layer into a blast from the past. From maths class to the basketball courts after school, this jacket is a must for anyone who believes ball is life."
Kylian Mbappé,Older Kids' Dri-FIT Football Shorts,"Play fast and relentless like superstar forward Kylian Mbappé. Made from lightweight, sweat-wicking fabric, these football shorts help you stay cool and confident when you're looking to score."
Nike Culture of Basketball,Older Kids' (Boys') Full-Zip Hoodie,"Do you love basketball? This ultra-roomy sweatshirt is for players and fans of the game—all are welcome! Made to feel soft and help you stay warm, this hoodie lets you show off your love of the game on and off the court."
Liverpool F.C. 2021/22 Stadium Home,Older Kids' Football Shirt,The Liverpool F.C. Stadium Home Shirt features highly breathable fabric to help keep sweat off your skin while you cheer for your team.This product is made from 100% recycled polyester fibres.
Nike Sportswear,Older Kids' (Girls') Long-Sleeve Crop Top,"Make a big Swoosh statement in this long-sleeve crop top. Made from soft and lightweight fabric, it can be paired perfectly with high-waisted leggings or trousers to become your new favourite go-to outfit."
Nike Dri-FIT Trophy23,Older Kids' Training Shorts,"Whether you're dreaming of playing at the next level or a beginner learning the sport, the Nike Trophy23 shorts get you geared up for the game. Super-breathable fabric that wicks sweat away helps you stay cool and confident while honing your skills."
CR7,Older Kids' Football Shorts,"Cristiano Ronaldo is one of the greatest footballers ever. Period. Feel like the legend himself with the CR7 football shorts. Made from sweat-wicking fabric, they help you stay dry and cool while you practise your skills and shoot at the goal. Plus, the colourful print is inspired by tile work found in Ronaldo's home country of Portugal."
Nike Dri-FIT,Older Kids' (Boys') Woven Training Jacket,"You need a jacket that's lightweight and allows you to move. Enter this woven layer that's simple and easy to wear during almost any activity. Plus, it's powered by Dri-FIT Technology so sweat will never get in the way of fun. This product is made from 100% recycled polyester fibres."
Nike Dri-FIT Multi+,Older Kids' (Boys') Long-Sleeve Training Top,"Go bold or go home! Your love for everything Swoosh comes to life with the Nike Dri-FIT Multi+ long-sleeve active top. The fabric is breathable and says bye to sweat, so playing your favourite sport (or just playing any time!) never has to stop. A classic fit gives you room to move without distractions."
Nike Sportswear,Older Kids' (Girls') T-Shirt,"Proof that going simple is still awesome. The Nike Sportswear T-Shirt features an embroidered Swoosh on a boxy cut, for comfy, laid-back vibes."
Nike Sportswear,Older Kids' (Girls') Scoop-Neck T-Shirt,"It's all about L-O-V-E when you pull on this Nike tee. You'll love the graphics. Don't forget the little details too, which our designers made—a scoop neckline and rounded hem that we're sure you'll also love."
Nike Sportswear A.I.R. Essential,Older Kids' (Girls') Mid-Rise Leggings,"Whether it's 7am in the morning or 6pm at night, you'll love wearing the Nike Sportswear A.I.R. Essential leggings. The super-colourful graphics are designed by our artist-in-residence (A.I.R.) to add even more fun to this soft and stretchy style. With graphics like a mouth, eyeballs and stars, can you identify what all of them are?"
CR7,Older Kids' Football Shorts,"Cristiano Ronaldo = LEGEND. Rep one of the greatest footballers today with the CR7 football shorts. Made from fabric designed to keep you focused on the ball, they'll help you stay dry while you warm up on the pitch, practise your skills and learn the game you love."
Nike Sportswear Icon Fleece,Older Kids' (Girls') Sweatshirt,"Bundle up and get cosy in this oversized sweatshirt. Made from soft fleece, it'll be your favourite go-to on days when you want to wrap yourself in warm comfort. Plus, a gold-foil print outlines a Swoosh logo, giving you style that's guaranteed to shine."
Nike Dri-FIT One,Older Kids' (Girls') Leggings,"Practise your favourite sport. Throw a dance party with your BFFs. Or just go outside and play. The Nike Dri-FIT One Leggings are our most versatile yet. They're soft, stretchy and wave goodbye to sweat so every move feels comfortable. Adding a little bit of shine makes us fall in love that much more."
Nike Dri-FIT Legend,Older Kids' (Girls') T-Shirt,"Nike's Legend tee is made for all athletes—from all-day play to gearing up for training. When you see Legend, that means it's powered by Dri-FIT Technology, so sweat has no chance. We updated this V-neck tee with a more relaxed feel (that's not too slim) so you can move more freely and comfortably."
Nike Sportswear Trend,Older Kids' (Girls') T-Shirt,"Keep it classic. Keep it cool. Nike heritage style and soft cotton make this loose-fit tee an easy pick whether you're heading off to school, riding your bike around the local area or just catching up on your favourite book series at home."
Nike Dri-FIT One,Older Kids' (Girls') Bike Shorts,"Whether you're riding your bike around the block or just hanging out with friends, our Nike Dri-FIT One Bike Shorts are made for anything. Sweat doesn't stand a chance thanks to their stretchy, body-hugging fabric. Wear them solo or under your favourite skirts and dresses—the possibilities are endless with our most versatile shorts yet!"
Nike Dri-FIT One,Older Kids' (Girls') High-waisted Woven Training Shorts,"Running for fun. Running for sport. Running to just stretch those legs out after a long day at school. These Nike Dri-FIT One shorts are made for your every stride. They're lightweight and durable, plus have breathable lining so staying comfy is never a worry."
Nike Sportswear,Older Kids' Reversible Tunic,"A tunic that looks like a basketball jersey? LOVE. Inspired by the all-star within us, this reversible top celebrates us being our best—whether it's standing out in the classroom or playing your favourite sport. Pixelated stars and shiny graphics bring extra star power. Wear the loose-fitting tunic alone, or pair with your favourite bottoms for a superstar outfit you can rock off the court."
Nike Air,Older Kids' (Girls') Cropped T-Shirt,"Fans of cropped tees will no doubt love this one. Still feels like your classic tee (soft and lightweight), but now with graphics repping all things Nike Air. So awesome!"
Nike Sportswear Essential,Older Kids' (Girls') Mid-Rise Leggings,"Too many leggings? No such thing, if you live in them 24/7! With that soft, stretchy feel you crave and can wear every day, it's no wonder we call these an Essential. Colourful logos make these Nike Sportswear leggings 100% Swoosh approved."
Nike Sportswear,Older Kids' (Girls') Fleece Hoodie,"For those hoodie lovers (which is practically everyone), this is one you certainly can't miss. The print means it's 100% Nike approved. Plus, it's made from soft fleece, and it gives all the warm and cosy feels you crave when grabbing your go-to hoodie for your next adventure."
Nike Dri-FIT One,Older Kids' (Girls') Biker Shorts,"They may say biker shorts by name, but they can do so much more. Part of our Nike One collection, they're meant to be super-versatile—meaning you can practise your favourite sport, or just play in general! Also, you can wear them alone or under your best game shorts. Stretchy fabric hugs your body and helps keep sweat away with every move."
Nike Yoga Dri-FIT,Older Kids' (Girls') Tank,"Stretch it out. Hold your pose. Breathe. The Nike Yoga Tank is designed to support every move with a close fit that stays in place. Made from fabric that'll keep you cool and ribbing details that stretch, you can feel confident this tank has your back."
Nike Sportswear,Older Kids' (Girls') T-Shirt,"Read it forwards. Read it backwards. It's awesome either way whenever you pull this Nike Sportswear tee on. Plus, the boxy fit feels a little looser everywhere to level up your T-shirt game."
Nike Yoga Dri-FIT,Older Kids' (Girls') Leggings,"Stretch it out. Hold your pose. Breathe. These Nike Yoga Leggings are designed to flow through every move with you. Made from fabric that helps keep you cool and ribbing details that stretch for easy wear, they'll have you feeling confident and at ease no matter how wobbly you get when holding that balance pose."
Nike Sportswear,Older Kids' (Girls') T-Shirt,Soft cotton and Nike heritage style make this roomy tee a wardrobe favourite.
Nike Dri-FIT Academy,Older Kids' Knit Football Shorts,"The Nike Dri-FIT Academy Shorts are made from soft, sweat-wicking fabric to help keep you dry when the game heats up. This product is made from 100% recycled polyester fibres."
Nike ACG,Older Kids' T-Shirt,"Psst! Let's go and find that hidden treasure! Use the map on this tee to spark your imagination. It's the perfect adventure partner for stomping through the park, crossing over the playground and cutting through the woods. When you're done, let's try another path to find where X marks the spot."
Nike Dri-FIT Academy,Older Kids' Knit Football Pants,"The Nike Dri-FIT Academy Pants are made from stretchy, sweat-wicking fabric, so you can move freely on the pitch. Tapered legs with zipped hems let you change without having to remove your boots. This product is made from 100% recycled polyester fibres."
Nike Sportswear,Older Kids' T-Shirt,"What's better than 1 Swoosh? 2! But oh, what's better than 2? 3, of course! Rock the triple Swoosh on this Nike cotton tee you can wear anywhere on any day."
Nike Dri-FIT Academy23,Kids' Football Trousers,"Is it time for football yet? Soft, stretchy and breathable, these trousers help you stay comfortable on colder days—without overheating in the process. Breathable mesh side panels let you hit the turbo button and run at top speed, while a classic fit sits next to your skin without extra fabric slowing you down."
Nike Sportswear,Older Kids' T-Shirt,Motivate. Inspire. Be creative. JUST DO IT. Rock the motto everyone knows on your classic Nike tee.
Liverpool F.C. 2022/23 Away,Younger Kids' Nike Football Kit,"Future champions need the kit to match. The Liverpool F.C. Kit includes a shirt, shorts and socks for a complete look inspired by the elite. Breathable fabric feels soft and keeps sweat off their skin for all-day comfort."
Nike Pro,Older Kids' (Girls') 8cm (approx.) Shorts,"Play and feel like your favourite athlete when you pull on the Nike Pro shorts. Stretchy cool fabric hugs your body, so you can feel confident wherever you rock them—from the courts to the outdoor fields. They're versatile too, so you can wear them alone or underneath your game shorts."
Nike Sportswear,Older Kids' T-Shirt,Need proof that a classic is still 100% awesome? Look no further. This tee is stamped with Swoosh approval.
F.C. Barcelona 2022/23 Stadium Home,Older Kids' Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking technology to give you a game-ready look inspired by your favourite team. This product is made from 100% recycled polyester fibres."
Nike Pro,Older Kids' (Girls') Leggings,"Play and feel like your favourite athlete when you pull on the Nike Pro leggings. Stretchy, cool fabric hugs your body, so you can feel confident wherever you wear them—from the courts to the outdoor pitches. They're versatile too, so you can wear them alone or underneath your game shorts."
Nike Dri-FIT One,Older Kids' (Girls') Leggings,"Between school, training and playing with friends, your days are busy. That's why we made the Nike One Leggings. As our most versatile leggings yet, they'll help you stay dry and comfy from morning to evening, no matter how hard you play."
Nike Sportswear,Older Kids' (Girls') High-Rise 23cm (approx.) Bike Shorts,The Nike Sportswear Bike Shorts are stretch-tastic and destined to be your new favourite. Soft jersey fabric in a high-waisted design feels comfy any time.
Nike Air,Older Kids' French Terry Shorts,"Hooray, shorts season is here! Part of our seasonal Nike Air collection, these shorts are made from soft French terry that makes them a go-to when the warm weather hits. Comfy to run and play in all day, they'll instantly become part of your rotation."
Nike Dri-FIT Breezy,Older Kids' (Girls') High-Waisted Training Shorts,"Gear up for training. Play tag with your BFFs. Or just do your favourite outdoor activity. The Nike Breezy shorts can help you do it all. Lightweight fabric helps you stay cool. The high-waisted design is versatile for your needs—wear them as-is, or roll the band up or down for the fit that's best for you. Plus, pair with a regular or crop top while you move."
Nike One Force,Women's Metallic Crew Socks,Shine on with iridescent socks that shimmer when the light hits them. They pair beautifully with your favourite pair of AF-1s—a true statement sock for a true statement shoe.
Nike Heritage86,Older Kids' Adjustable Hat,"Shh, there's a little secret about this cap. Push, poke and feel the graphic on the Nike Heritage86—it's filled with Air for a bubbly feel! So now you can rock Nike Air from head to toe, along with your fave pair of Air Max shoes, of course."
Nike Everyday Essentials,Multi-Height Socks (3 Pairs),"Don't let your style stop at just your shoes. Featuring coloured yarns, these socks will keep your look as unique as you are."
Nike Air,Older Kids' (Girls') Cropped T-Shirt,"Smile! This cropped tee brings all the joy. And the best part? It's made from soft, breathable cotton."
Nike Sportswear,Older Kids' T-Shirt,"Made for nature lovers and fans of Nike Air, this soft cotton tee is the best of both worlds."
Nike Everyday Essential,Crew Socks,"Oh-so-fly and comfy, the Nike Everyday Essential Crew Socks have a clean, classic look. Contrast stripes and an Air logo add a pop of colour you can pair with your shoes. This product is made from at least 75% recycled polyester fibres."
Nike ACG 'Kelley Ridge' 2.0,Crew Socks,"The Nike ACG 'Kelley Ridge' Socks deliver the comfort you want in a crew silhouette. Warm material mixes with an anatomical design for the right fit in cooler temperatures. Breathable and plush, they're designed to help you step out in confidence."
Nike Sportswear,Older Kids' (Boys') T-Shirt,"Hey, look! Boxy's rolling into class, ready to tackle anything in his way. Are you ready to join him? Pull on this soft cotton tee and get ready to take on your day."
Nike Air,Older Kids' T-Shirt,"Made for all-day play, this tee is all about the A-I-R. Soft cotton keeps playtime comfy, no matter where you are."
Nike Sportswear A.I.R.,Older Kids' T-Shirt,"Nike's Artist in Residence (A.I.R.) programme remakes your everyday favourites to wear from school to the playground and everywhere in between. For this edition, we teamed up with Chicago-based artist Cody Hudson, who remixed our logo in an abstract digital nature style on the everyday Nike tee. Made from soft organic cotton, it's time to up your T-shirt game."
Nike Dri-FIT One,Older Kids' (Girls') Training Tank,"Stretch, move and play with the Nike Dri-FIT One Tank.This active top is designed with super-lightweight and sweat-wicking fabric so sweat has no chance.Wide straps help keep the fit in place so you can go all day long.This product is made from 100% recycled polyester fibres."
Jordan Jumpman,Men's T-Shirt,"Soar out the door in the Jordan Jumpman T-Shirt.It's made from soft, comfortable fabric with an easy and relaxed fit."
Nike Dri-FIT,Older Kids' (Boys') Performance Training Top,There's no goal you can't tackle in this lightweight active top. Its sweat-wicking fabric helps you stay cool and dry as you work towards your dreams.
Nike Sportswear,Older Kids' (Girls') T-Shirt,"There's one word for this awesome, soft tee: Swoosh-tastic!"
Nike Dri-FIT Trophy,Older Kids' (Girls') Sports Bra,The Nike Dri-FIT Trophy Sports Bra is an absolute winner. This everyday essential is powered by sweat-wicking technology to help you keep cool and comfy. Add an awesome print and this sports bra gets our Swoosh of approval.
Nike Dri-FIT Miler,Older Kids' (Boys') Training Top,Get ready to kick it into high gear in the Nike Dri-FIT Miler Top.Breathable fabric and Dri-FIT Technology help keep you cool and dry when you're playing hard.This product is made from at least 50% recycled polyester fibres.
Nike Heritage86,Washed Golf Hat,"The Nike Heritage86 Hat is made from lightly washed woven fabric that feels soft and worn in. In celebration of 50 years of Nike, ""1972"" is embroidered on the back."
Nike Challenger,Older Kids' (Boys') Training Shorts,"The Nike Challenger Shorts are your new go-to for running, playing and everything in between. This lightweight design is geared up with three pockets, including a top secret one at the back, for your on-the-go must-haves. This product is made from at least 75% recycled polyester fibres."
Nike Yoga Dri-FIT,Older Kids' (Girls') Training Top,Move through your activities with confidence in this roomy long-sleeve yoga top. Its soft and stretchy fabric helps you stay cool no matter how many poses or stretches you hold.
Nike Dri-FIT One,Older Kids' (Girls') Tank,"Light, soft and airy—the Nike tank helps keep you cool all day long, with sweat-wicking technology so you can play in comfort. This top has a fit that sits close to your body, with curved hemlines that keep you comfortable and covered for any warm-weather adventure. Plus, an animal spotted Swoosh design brings fierce style. This product is made from 100% recycled polyester fibres."
Nike Dri-FIT ADV AeroBill Heritage86,Women's Perforated Golf Hat,"Lightweight and stretchy, the Nike AeroBill Heritage86 Hat is a comfortable complement to any outfit. Plus, it has perforations on the sides and back that increase airflow and help you stay cool on warm or sunny days."
Nike Sportswear,Men's All-over Print T-Shirt,"Designed with our classic fit and everyday cotton fabric, the Nike Sportswear T-Shirt has a soft, familiar feel perfect for everyday wear. All-over printed graphics bring energy to your look."
Nike Dri-FIT (M),Women's Maternity T-Shirt,"The Nike Dri-FIT Maternity T-Shirt is made from extra soft and sweat-wicking fabric to help keep you dry and comfortable. As your body changes throughout your pregnancy, the roomy cut gives you extra space where you need it most. This product is made from at least 75% sustainable materials, using a blend of both recycled polyester and organic cotton fibres. The blend is at least 10% recycled fibres or at least 10% organic cotton fibres."
Jordan Sport Dri-FIT,Men's Mesh Shorts,"The Jordan Sport Dri-FIT Shorts strike a balance between performance and street style. Made from sweat-wicking fabric, they're light, loose and breathable to help you stay cool and comfortable."
Nike Dri-FIT Swoosh Fly,Women's Short-Sleeve T-Shirt,"Challenge gravity in this soft, relaxed tee. Whether you're running drills or cooling down, the lightweight, sweat-wicking fabric helps keep you dry while you chase your hoop dreams."
Nike Sportswear Swoosh,Women's Graphic T-Shirt (Plus Size),Get lost in the stars as you kick back in this soft tee. Its relaxed fit will keep you comfy day and night.
Nike Sportswear,Men's T-Shirt,"Made from soft, lightweight cotton fabric in a relaxed fit for casual, everyday wear, this classic tee lets you rep the iconic look of the sneaker gnome."
Nike Dri-FIT,Men's Training Tee,"This tee has smooth, sweat-wicking fabric to keep you comfortable while making moves from stretching to weightlifting."
Nike Sportswear Air,Men's T-Shirt,This lightweight cotton tee feels soft and smooth on your skin. Printed Nike Air graphics on the chest celebrate our game-changing sneaker technology.
Nike Sportswear Air,Men's T-Shirt,This lightweight cotton tee feels soft and smooth on your skin while printed Nike Air graphics on the chest celebrate one of the most iconic franchises in the world.
Nike Sportswear,Women's T-Shirt (Plus Size),"Root for Team Nike in this sport-inspired graphic tee. A classic for a reason, the combination of a relaxed fit and soft cotton is an easy win you can count on every day of the year."
Nike Sportswear,Older Kids' (Girls') Shorts,"Easy, soft and comfy—the Nike Sportswear Shorts are ready for whatever adventures you have planned. A drawcord in the waistband to help keep them snug, you might never want to take these off."
Nike Heritage,Hip Pack (3L),"An easy-to-adjust waist strap and all-over print make the Nike Heritage Hip Pack a no-brainer for daily storage. Its durable woven body features a large zipped pocket perfect for your phone and snacks. A smaller zip pocket on the back side provides more discreet storage for items like your keys, travel documents or snacks you may not want to share."
Nike Sportswear,Older Kids' (Girls') T-Shirt Dress,"A big tee for big comfort.The Nike Sportswear Dress is soft and roomy (with all of the same feels of your classic T-shirt).Super casual, fun and with pockets—we're all in."
Nike Sportswear,Tye-Dyed Beanie,"Pull on this dyed beanie and crank up the levels on your warmth, style and comfort all in 1 motion. The plush fabric blend feels super-soft, while the dye drips style into your cool-weather arsenal."
Nike Dri-FIT Swoosh,Women's Running Tank,Get inspired by athletics design from decades past and hit your peak performance goals. This tank playfully pays homage to the classic ringer tee while working hard to keep you comfortable as you go all out.
NikeCourt Dri-FIT,Men's Tennis T-Shirt,"Printed with the same pattern you'll see on our athletes when they step on court at 1 of this season's majors, the NikeCourt Dri-FIT T-Shirt lets you rock a piece of the centre stage in soft, sweat-wicking comfort."
Nike Dri-FIT 10K Icon Clash,Women's Running Shorts,"Perfect for your daily run or the big race, the Nike 10K Shorts are made from lightweight, sweat-wicking fabric to keep you dry over any distance. Mesh panels with hem vents help the air circulate while an adjustable waistband adds support as you go after your miles."
Nike Victori One,Women's Slides,"From the beach to the stands, meet your must-have slides for sunny days. Easy to wear and easy to pack (hopefully for a holiday), their soft, lightweight foam lets you lounge in complete comfort."
Nike Pro Dri-FIT,Men's Short-Sleeve Slim Camo Top,"Perfect to wear on its own or as a base layer, this sweat-wicking top is made to withstand your toughest workouts. Push it to the limit with stretchy fabric as you lift and lunge. For this one, we added an all-over, brushed camo print used by the British Armed Forces from the 1960s to the 2010s."
Nike Dri-FIT Swoosh Run,Women's Running Shorts,"Kick it retro style and hit your goals in these running shorts. Whether you're jumping hurdles or running a marathon, the sweat-wicking fabric and inner brief liner are there to support you. Plus, a small internal pocket helps you keep a snack or card close."
Jordan 'Why Not?',Men's T-Shirt,"For a game like Russell Westbrook's, you have to own every emotion. This soft cotton tee keeps you covered in comfort so you can focus on the action."
Nike Dri-FIT,"Men's 9"" (23cm approx.) Woven Graphic Fitness Shorts","Push through your limit during high-intensity training with these Dri-FIT Shorts. Flexible fabric stretches with your every move, letting you lift, pull and push freely. A modernised Swoosh graphic gets you mentally ready to take your workout to new horizons."
Nike Dri-FIT LeBron,Men's Basketball T-Shirt,"Whether on the court or off, carry LeBron's motto of ""Strive for Greatness"" wherever you go. This soft, sweat-wicking tee has a relaxed feel so you can move comfortably while repping one of the best to ever play the game."
Nike Dri-FIT Miler,Men's Short-Sleeve Camo Running Top,"Train hard, push the pace and get the most out of your route. You need full mobility as you move through your stride, so we rolled back this top's shoulder seams and added hem vents to keep you comfortably in motion."
Nike ACG,Men's T-Shirt,"Breathe in that fresh air with this spacious, soft tee. It feels like a classic, with a slightly baggy fit. And when you're out enjoying the great outdoors, the lung-shaped graphic reminds you to stop, breathe and take in the scenery. This product is made from 100% sustainable materials, using a blend of both recycled polyester and organic cotton fibres. The blend is at least 10% recycled fibres or at least 10% organic cotton fibres."
Nike SB,Men's Skate T-Shirt,"Made from our soft, mid-weight cotton in a roomy fit for easy comfort, this Nike SB tee has a printed Swoosh and signature graphic for a clean finish."
Nike SB,Skate T-Shirt,"Here's a way to polish up your casual, skate-ready look. Throw on our Nike SB tee with car wash graphics. Colourful artwork on the back depicts hillsides, lowriders, warm tarmac and palm trees. All things nod to the laid-back Southern California skate vibe. It's made from soft, midweight cotton in a roomy fit for easy comfort."
Nike Dri-FIT D.Y.E.,Men's Fitness T-Shirt,"We made this tee to celebrate that feeling of euphoria you get after a good workout. Those graphics you see are your brain on exercise, where firing neurons elevate your mood."
Nike Sportswear,Men's T-Shirt,"Meet your next favourite tee. Made from soft cotton fabric in a classic fit, it's an easy pick for everyday wear. Sporty, retro-inspired graphics add heritage style that pairs with almost anything."
Nike (M),Women's Pullover (Maternity),"Flip the script on maternity wear with the reversible Nike (M) Pullover. It helps keep you softly covered whether you're warming up, cooling down or feeding your baby. Wear it with the split hem forwards for discrete-yet-cosy nursing moments or backwards when it's time to move. This product is made from at least 75% recycled polyester fibres."
Nike Swoosh Icon Clash,Women's Medium-Support Non-Padded All-Over Print Sports Bra,"With wide, comfy straps in a racerback design, the Nike Swoosh Icon Clash Sports Bra feels snug and secure while you move. Smooth, lightweight fabric wicks sweat to keep you dry, comfortable and focused. For every rep, step and jump—know that you're supported. The elegant floral pattern is inspired by the luxuries of home. This product is made from at least 50% recycled polyester fibres."
Nike Fast,Women's Mid-Rise Running Leggings,"Like you, these leggings love a good run. Made from a supportive and stretchy polyester blend that moves sweat away from your skin, they help you stay dry and comfortable mile after mile. Mesh panels behind the knees provide ventilation perfect for that sprint to the finishing line. This product is made from at least 50% recycled polyester fibres."
Jordan Delta 3 Low,Men's Shoes,"Cool and comfortable: are there any better ingredients for everyday kicks? These shoes are made from airy Ripstop, soft synthetic suede and a seamless interior. And that adds up to a classic low-top look with the premium comfort you expect from Jordan Brand."
Nike Air Force 1 Sculpt,Women's Shoes,The Nike Air Force 1 High Sculpt checks all your boxes. The sculpted collar and removed ankle strap streamline the iconic hoops look. Soft and slightly textured leather gives a premium touch that breaks in beautifully.
Nike Sportswear,Women's T-Shirt (Plus Size),"With a loose fit and lightweight cotton, this tee has a vintage, broken-in feel that'll keep you comfy wherever you go."
Nike Fast,Women's Mid-Rise Crop Running Leggings,Make those miles count in the Nike Fast Leggings. Stretchy materials and a supportive design combine with ventilation where you need it for cooling on the move. Plenty of pockets offer essential storage on the go. This product is made from at least 50% recycled polyester fibres.
Nike Dri-FIT Swoosh Fly Standard Issue,Women's Basketball Crew-Neck Sweatshirt,"Feel fresh both on and off the court in this sweatshirt. Inspired by the professional on-court women's warm-up, it combines a comfortable and structured feel with sweat-wicking power that helps you stay dry. Swoosh Fly details give a shout out to Nike Women's Basketball."
Nike Epic Fast,Women's Mid-Rise 7/8 Leggings,"Keep running with the Nike Epic Fast Mid-Rise Leggings. The stretchy polyester blend supports your moves, while mesh panels on the backs of the knees provide cool ventilation, mile after mile. Plus, multiple pockets keep all of your small running essentials at your fingertips."
Nike Dri-FIT Victory,Women's Long-Sleeve Golf Polo,"We took your favourite polo and gave it a feel-good update. The Nike Dri-FIT Victory Polo is crafted from lightweight, breathable fabric that's made with 100% recycled polyester fibres. This otherwise-classic design has a slightly longer, 4-button placket that keeps your look fresh."
Nike Air,Women's T-Shirt (Plus Size),"Made to look and feel vintage, this heavyweight cotton tee has a roomy fit and satiny logo for a premium feel you'll want to wear every day."
